Tweets,len,ID,Date,Likes,RTs,Quoted,Q_or_RT,User_ent_text,retweeted_tweet,user_mentions,profile_location,in_reply_to_screen_name,created_at_string,tweet_type,all_text
"""Cowboys cut Giants down to size, win opener 19-3"" https://t.co/CkclndPZU8 #sports #feedly",90,907098643810750464,2017-09-11 04:29:04,0,0,,,"""Cowboys cut Giants down to size, win opener 19-3"" https://t.co/CkclndPZU8 #sports #feedly",,[],"{'country': 'United States', 'country_code': 'US', 'locality': 'Portland', 'region': 'Oregon', 'sub_region': 'Multnomah County', 'full_name': 'Portland, Oregon, United States', 'geo': {'coordinates': [-122.67621, 45.52345], 'type': 'point'}}",,2017-29-11T04:29:04.000Z,tweet,"""Cowboys cut Giants down to size, win opener 19-3"" https://t.co/CkclndPZU8 #sports #feedly"
"Hey guys, it's time for my Special Report:

The Dallas have finally done it

Under Dak Prescott and Ezekial... https://t.co/fpTmyDHm7x",134,907098041500434434,2017-09-11 04:26:40,0,0,,,"Hey guys, it's time for my Special Report:

The Dallas have finally done it

Under Dak Prescott and Ezekial... https://t.co/fpTmyDHm7x",,[],"{'country': 'United States', 'country_code': 'US', 'locality': 'DeRidder', 'region': 'Louisiana', 'sub_region': 'Beauregard Parish', 'full_name': 'DeRidder, Louisiana, United States', 'geo': {'coordinates': [-93.28905, 30.84631], 'type': 'point'}}",,2017-26-11T04:26:40.000Z,tweet,"Hey guys, it's time for my Special Report:

The Dallas have finally done it

Under Dak Prescott and Ezekial... https://t.co/fpTmyDHm7x"
So nice to see Dak Prescott's fine ass back on my TV😍,53,907097957886857216,2017-09-11 04:26:20,0,0,,,So nice to see Dak Prescott's fine ass back on my TV😍,,[],,,2017-26-11T04:26:20.000Z,tweet,So nice to see Dak Prescott's fine ass back on my TV😍
"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York https://t.co/BtRohtGDNn via @CBSSPORTS",124,907097813208707072,2017-09-11 04:25:46,0,0,,,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York https://t.co/BtRohtGDNn via @CBSSPORTS",,"[{'screen_name': 'CBSSports', 'name': 'CBS Sports', 'id': 14885860, 'id_str': '14885860', 'indices': [114, 124]}]","{'country': 'United States', 'country_code': 'US', 'region': 'Texas', 'full_name': 'Texas, United States', 'geo': {'coordinates': [-99.25061, 31.25044], 'type': 'point'}}",,2017-25-11T04:25:46.000Z,tweet,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York https://t.co/BtRohtGDNn via @CBSSPORTS"
Dak Prescott isn't as good as everyone thinks he is. IMO he's gonna get figured out just like Kaepernick a few years ago.,121,907097672536006657,2017-09-11 04:25:12,0,0,,,Dak Prescott isn't as good as everyone thinks he is. IMO he's gonna get figured out just like Kaepernick a few years ago.,,[],,,2017-25-11T04:25:12.000Z,tweet,Dak Prescott isn't as good as everyone thinks he is. IMO he's gonna get figured out just like Kaepernick a few years ago.
"Dak Prescott: Leads Cowboys to victory with efficient night
 
https://t.co/MAmWEvGC57",85,907097414762467329,2017-09-11 04:24:11,0,0,,,"Dak Prescott: Leads Cowboys to victory with efficient night
 
https://t.co/MAmWEvGC57",,[],"{'country': 'United States', 'country_code': 'US', 'locality': 'Las Vegas', 'region': 'Nevada', 'sub_region': 'Clark County', 'full_name': 'Las Vegas, Nevada, United States', 'geo': {'coordinates': [-115.13722, 36.17497], 'type': 'point'}}",,2017-24-11T04:24:11.000Z,tweet,"Dak Prescott: Leads Cowboys to victory with efficient night
 
https://t.co/MAmWEvGC57"
I gotta give a special shout out to Dak Prescott. Defense played lights out. But that boy did his thing with all the hate even his own fans,139,907097293878448128,2017-09-11 04:23:42,4,1,,,I gotta give a special shout out to Dak Prescott. Defense played lights out. But that boy did his thing with all the hate even his own fans,,[],"{'country': 'United States', 'country_code': 'US', 'region': 'Texas', 'full_name': 'Texas, United States', 'geo': {'coordinates': [-99.25061, 31.25044], 'type': 'point'}}",,2017-23-11T04:23:42.000Z,tweet,I gotta give a special shout out to Dak Prescott. Defense played lights out. But that boy did his thing with all the hate even his own fans
"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York https://t.co/UgQTVCsdrt",109,907097165314621440,2017-09-11 04:23:11,0,0,,,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York https://t.co/UgQTVCsdrt",,[],,,2017-23-11T04:23:11.000Z,tweet,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York https://t.co/UgQTVCsdrt"
"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York -… https://t.co/mPdAlAlSNP #TopStories #paedobritain",138,907097129709035520,2017-09-11 04:23:03,0,0,,,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York -… https://t.co/mPdAlAlSNP #TopStories #paedobritain",,[],,,2017-23-11T04:23:03.000Z,tweet,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York -… https://t.co/mPdAlAlSNP #TopStories #paedobritain"
"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York - https://t.co/bJ67fU88Yy… https://t.co/0Pc0TGC8Hz",136,907096638614773760,2017-09-11 04:21:06,0,0,,,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York - https://t.co/bJ67fU88Yy https://t.co/TFi3pytfWc https://t.co/dqjsKP7zpX",,[],"{'country': 'United States', 'country_code': 'US', 'full_name': 'United States', 'geo': {'coordinates': [-98.5, 39.76], 'type': 'point'}}",,2017-21-11T04:21:06.000Z,tweet,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York - https://t.co/bJ67fU88Yy https://t.co/TFi3pytfWc https://t.co/dqjsKP7zpX"
"Dak Prescott, @dak is now trending in #LasVegas

https://t.co/cNCeQgxG4c https://t.co/C20lfksgQj",96,907096539537043456,2017-09-11 04:20:42,1,0,,,"Dak Prescott, @dak is now trending in #LasVegas

https://t.co/cNCeQgxG4c https://t.co/C20lfksgQj",,"[{'screen_name': 'dak', 'name': 'Dak Prescott', 'id': 385203914, 'id_str': '385203914', 'indices': [14, 18]}]","{'country': 'United States', 'country_code': 'US', 'locality': 'Las Vegas', 'region': 'Nevada', 'sub_region': 'Clark County', 'full_name': 'Las Vegas, Nevada, United States', 'geo': {'coordinates': [-115.13722, 36.17497], 'type': 'point'}}",,2017-20-11T04:20:42.000Z,tweet,"Dak Prescott, @dak is now trending in #LasVegas

https://t.co/cNCeQgxG4c https://t.co/C20lfksgQj"
"Via HailStateFB: RT ESPNStatsInfo: Since the merger, Dak Prescott's 4 interceptions are the fewest through a QB's … https://t.co/xUix0hT8ab",139,907096479193604096,2017-09-11 04:20:28,0,0,,,"Via HailStateFB: RT ESPNStatsInfo: Since the merger, Dak Prescott's 4 interceptions are the fewest through a QB's … https://t.co/xUix0hT8ab",,[],"{'country': 'United States', 'country_code': 'US', 'locality': 'Natchez', 'region': 'Mississippi', 'sub_region': 'Adams County', 'full_name': 'Natchez, Mississippi, United States', 'geo': {'coordinates': [-91.40317, 31.56044], 'type': 'point'}}",,2017-20-11T04:20:28.000Z,tweet,"Via HailStateFB: RT ESPNStatsInfo: Since the merger, Dak Prescott's 4 interceptions are the fewest through a QB's … https://t.co/xUix0hT8ab"
"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York… https://t.co/n5BmzcPQBT",110,907096290391097344,2017-09-11 04:19:43,0,0,,,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York… https://t.co/n5BmzcPQBT",,[],,,2017-19-11T04:19:43.000Z,tweet,"Giants vs. Cowboys score, highlights, stats: Dak Prescott, Dallas D dominate New York… https://t.co/n5BmzcPQBT"
#DallasCowboys #CowboysNation Sunday Night wrap-up: Dak Prescott leads Cowboys to impressi.. #Cowboys #GoCowboys https://t.co/cU3lMhY9NQ,136,907096258967474177,2017-09-11 04:19:35,35,9,,,#DallasCowboys #CowboysNation Sunday Night wrap-up: Dak Prescott leads Cowboys to impressi.. #Cowboys #GoCowboys https://t.co/cU3lMhY9NQ,,[],,,2017-19-11T04:19:35.000Z,tweet,#DallasCowboys #CowboysNation Sunday Night wrap-up: Dak Prescott leads Cowboys to impressi.. #Cowboys #GoCowboys https://t.co/cU3lMhY9NQ
"Dak Prescott, Cowboys Cruise to Easy Win vs. Giants Without Odell Beckham Jr. - Bleacher Report https://t.co/10aE3JLX6A",119,907096194295504899,2017-09-11 04:19:20,0,0,,,"Dak Prescott, Cowboys Cruise to Easy Win vs. Giants Without Odell Beckham Jr. - Bleacher Report https://t.co/10aE3JLX6A",,[],"{'country': 'United States', 'country_code': 'US', 'region': 'West Virginia', 'full_name': 'West Virginia, United States', 'geo': {'coordinates': [-80.50009, 38.50038], 'type': 'point'}}",,2017-19-11T04:19:20.000Z,tweet,"Dak Prescott, Cowboys Cruise to Easy Win vs. Giants Without Odell Beckham Jr. - Bleacher Report https://t.co/10aE3JLX6A"
Watch: Perfect play-action by Dak Prescott sets up cherry-on-top TD ... #DallasCowboys  https://t.co/oWoj28550l https://t.co/BTg5S37WeQ,135,907096122249957377,2017-09-11 04:19:03,0,1,,,Watch: Perfect play-action by Dak Prescott sets up cherry-on-top TD ... #DallasCowboys  https://t.co/oWoj28550l https://t.co/BTg5S37WeQ,,[],"{'country': 'United States', 'country_code': 'US', 'locality': 'Dallas', 'region': 'Texas', 'sub_region': 'Dallas County', 'full_name': 'Dallas, Texas, United States', 'geo': {'coordinates': [-96.80667, 32.78306], 'type': 'point'}}",,2017-19-11T04:19:03.000Z,tweet,Watch: Perfect play-action by Dak Prescott sets up cherry-on-top TD ... #DallasCowboys  https://t.co/oWoj28550l https://t.co/BTg5S37WeQ
Sunday Night wrap-up: Dak Prescott leads Cowboys to impressive win #cowboys #NFL https://t.co/eCsTS62lBT https://t.co/7hEekqu3ia,128,907095773237727232,2017-09-11 04:17:40,1,0,,,Sunday Night wrap-up: Dak Prescott leads Cowboys to impressive win #cowboys #NFL https://t.co/eCsTS62lBT https://t.co/7hEekqu3ia,,[],"{'country': 'United States', 'country_code': 'US', 'locality': 'Dallas', 'region': 'Texas', 'sub_region': 'Dallas County', 'full_name': 'Dallas, Texas, United States', 'geo': {'coordinates': [-96.80667, 32.78306], 'type': 'point'}}",,2017-17-11T04:17:40.000Z,tweet,Sunday Night wrap-up: Dak Prescott leads Cowboys to impressive win #cowboys #NFL https://t.co/eCsTS62lBT https://t.co/7hEekqu3ia
"Ezekiel Elliott on Dak Prescott: ""Since I've gotten here he's become my best friend. When we're out there it's like nothing can stop us.""",137,907095764408700928,2017-09-11 04:17:37,1274,392,,,"Ezekiel Elliott on Dak Prescott: ""Since I've gotten here he's become my best friend. When we're out there it's like nothing can stop us.""",,[],"{'country': 'United States', 'country_code': 'US', 'locality': 'Dallas', 'region': 'Texas', 'sub_region': 'Dallas County', 'full_name': 'Dallas, Texas, United States', 'geo': {'coordinates': [-96.80667, 32.78306], 'type': 'point'}}",,2017-17-11T04:17:37.000Z,tweet,"Ezekiel Elliott on Dak Prescott: ""Since I've gotten here he's become my best friend. When we're out there it's like nothing can stop us."""
Dak Prescott has thrown 4 interceptions in 17 career games. Andy dalton threw 4 today. #NFL,91,907095740283068416,2017-09-11 04:17:32,0,0,,,Dak Prescott has thrown 4 interceptions in 17 career games. Andy dalton threw 4 today. #NFL,,[],"{'country': 'Canada', 'country_code': 'CA', 'locality': 'Toronto', 'region': 'Ontario', 'full_name': 'Toronto, Ontario, Canada', 'geo': {'coordinates': [-79.4163, 43.70011], 'type': 'point'}}",,2017-17-11T04:17:32.000Z,tweet,Dak Prescott has thrown 4 interceptions in 17 career games. Andy dalton threw 4 today. #NFL
